id,tokens,tags
1447,ja startet mal und fliegt ja startet erst mal,O B I I I I I I I
884,jetzt gilt der Auftrag auslaufende Chemikalien und Gefahrstoffe zu finden und zu orten,O O O O B I I I I I I I I
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O O B I I I I O O O O O O O O O O O O O O B I I I I
845,neuer Auftrag Personsuche aus der Luft mittels Wärmebildkamera kommen,O O B I I I O O O
396,Angriffstrupp zum Herunterreißen von Decken mit dem Einreißhaken,O B I I I O O O
2567,Für sie Erkundungsauftrag Panoramabild der gesammten Lagerhalle kommen,O O B I I I I O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,O O B I I I I I I I I I I I
368,Maschinist stellt die Pumpe bereit,O B I I I
1588,ja landet erst mal ihr kriegt einen neuen Auftrag,O B I I O O O O O
1179,immer noch Menschen suchen ne,O O B I O
433,Für sie Aufgabe Feuerlöschen mit D Rohr im Keller,O O O B O O O O O
2188,Guck dir das mal genauer an bitte wenn du da hochkommst,B I I I I I I I I I I
2134,Und dann weiter vorgehen,O O B I
10,dann bitte mal eins gerade vorweg,B I I I I I
2563,D1 mitgehört sie können wieder die Innenerkundung starten kommen,O O O O O O B I O
338,schicken Sie mir das Foto,B I I I I
484,Operator Boden 1 fahren Sie nach links,O O O B I I I
430,UGV Operator erkundet den Gefahrenbereich im zweiten Stock,O O B I I O O O
2359,Ja dann versuch vorsichtig zurückzukommen,O O B I I
1330,Unsere Aufgabe erstellen einer Karte des Gebäudes,O O B I I I I
478,Boden 1 nach rechts,O O O O
2082,Okay Einsatzauftrag für dich du fährst weiter in die Halle rein und suchst nach dem Zugang mit dem du dich weiter nach Osten entwickeln kannst Kommen,O O O O O B I I I I I O B I I I I I I I I I I I I O
2508,Ja für sie zur Information bitte warten bis der D3 als Logistikunterstützung kommt er wird ihnen das Überfass zum sichern des Behältnisses bereitstellen kommen,O O O O O O B I I I I I I O O O O O O O O O O O
1653,ja reicht mir erst mal aus setz die Erkundung fort,O O O O O O B I I I
905,benötige Foto,B I
1098,dann bitte weiter suchen,O O B I
1634,Frage könnt ihr den Behälter mal von einer anderen Seite anfahren und erkunden ob er noch verschlossen ist oder ob da irgendwas austritt,O O O O B I I I I I I O B I I I I I I I I I I
2475,Für sie WHS Rückzug aus der Lagerhalle erkundungsauftrag beendet kommen,O O O B I I I O O O
388,Wassertrupp zur Löschwasserentnahme durch eingebaute Tiefenpumpen vor,O B I O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O B I I I O O
523,einmal ein Foto machen,B I I I
2403,Das ist soweit verstanden dann bitte selbständig anfunken kommen,O O O O O O B I O
424,Drohnenoperator erkundet den Gefahrenbereich und macht die Bilder,O B I I O B I I
491,UAV bitte eine Gesamtübersicht von dem zentralen Gebäude,O O B I I I I I
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,O B I I I I O O O
221,kann man die Temperatur von dem Fass messen,B I I I I I I I
